Númer;Heiti;Einingar;Kennslumisseri;Námstig;
MFR004F;Rannsóknarverkefni A;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70636220230&kennsluar=2022
AMF004F;Nám og kennsla með aðstoð tölva;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70836420230&kennsluar=2022
MIS701F;Bókmenntir á norrænu á miðöldum ? yfirlit og helstu viðfangsefni;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70472720226&kennsluar=2022
KVI401L;Meistararitgerð í kvikmyndafræði;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91074520230&kennsluar=2022
AMF007F;Rannsóknarverkefni B;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70842320230&kennsluar=2022
MFR004F;Rannsóknarverkefni A;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70636220226&kennsluar=2022
ÍSL612M;Gagnaöflun og tölfræðiúrvinnsla í hugvísindum;10;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71126820230&kennsluar=2022
ABF210G;Bókmenntasaga;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05000320230&kennsluar=2022
AMV261L;BA-ritgerð í almennum málvísindum;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91021620230&kennsluar=2022
RÚT805F;Á þrykk - RÚT;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70795120230&kennsluar=2022
ÍSL110G;Inngangur að málfræði;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05400120226&kennsluar=2022
ÍSE030G;Tal og tjáning I;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70955920226&kennsluar=2022
ÍSL321G;Setningar og samhengi;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70620820226&kennsluar=2022
ÍSL571L;Doktorsritgerð í íslenskri málfræði;240;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91044520230&kennsluar=2022
ÍSL314G;Hljóðkerfisfræði;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70175920226&kennsluar=2022
KVI241L;BA-ritgerð í kvikmyndafræði;10;Sumar;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91023720233&kennsluar=2022
ÞÝÐ444L;Meistararitgerð í þýðingafræðum;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005820233&kennsluar=2022
ÍSE103G;Íslenskt mál I;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05500120226&kennsluar=2022
ÞÝÐ903F;Nytjaþýðingar II/viðskipti;5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70427720226&kennsluar=2022
RIT701F;Smiðja: InnRitun;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70384920226&kennsluar=2022
MIS801F;Forníslenska 2;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70472920230&kennsluar=2022
KVI702F;Þungur hnífur: Víkingar í samtímamenningu, kvikmyndum og tölvuleikjum;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71144220226&kennsluar=2022
TÁK006G;Inngangur að lotutúlkun;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70815420226&kennsluar=2022
TÁK201G;Færninámskeið II;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05100420230&kennsluar=2022
ÍSR301G;Ritfærni 1: Fræðileg skrif;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70635920226&kennsluar=2022
ÍSL213G;Íslenskar samtímabókmenntir;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70625020230&kennsluar=2022
ABF729F;Ísland-Írland: Minni og bókmenntir;5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71134720226&kennsluar=2022
LIS601F;Einstaklingsverkefni;5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70869820226&kennsluar=2022
ÞÝÐ442L;Lokaverkefni til meistaraprófs í nytjaþýðingum;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91046020230&kennsluar=2022
ABF024F;Rannsóknarverkefni B;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05012220230&kennsluar=2022
ÍSB443L;Meistararitgerð í íslenskum bókmenntum;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91004720226&kennsluar=2022
LIS241L;BA-ritgerð í listfræði;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91015220230&kennsluar=2022
ÍSB007F;Rannsóknarverkefni;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05422820226&kennsluar=2022
AMV601G;Einstaklingsverkefni;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05053120226&kennsluar=2022
MFR602F;Rannsóknaseminar D: Póstmódernismi;5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71130520230&kennsluar=2022
ÍSE001G;Sjálfsnám í íslensku I;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05506220226&kennsluar=2022
